Year,Quarter,Month,Day,COUNTRY,CUSTOMER_ID,CUSTOMER_UNIQUE_KEY,Female %,Full Name,FIRST_NAME,GENDER,LAST_NAME,Male %,profit,Repeat Purchase Rate,Total Female Customers,Total Male Customers
1985,Qtr 1,February,4,Australia,14218,AW00014218,,Karl Kumar,Karl,Male,Kumar,100,4829,100,,1
1985,Qtr 1,February,4,Canada,23559,AW00023559,100,Jocelyn Patterson,Jocelyn,Female,Patterson,,100,100,1,
1985,Qtr 1,February,4,France,17081,AW00017081,100,Jennifer Murphy,Jennifer,Female,Murphy,,70,100,1,
1985,Qtr 1,February,6,Australia,27862,AW00027862,100,Joanna Alonso,Joanna,Female,Alonso,,202,100,1,
1985,Qtr 1,February,6,United States,14515,AW00014515,100,Anna Cooper,Anna,Female,Cooper,,83,100,1,
1985,Qtr 1,February,6,United States,18321,AW00018321,,Sebastian Cook,Sebastian,Male,Cook,100,8,100,,1
1985,Qtr 1,February,7,Australia,16521,AW00016521,100,Tonya She,Tonya,Female,She,,2435,100,1,
1985,Qtr 1,February,7,United States,16918,AW00016918,100,Alexandria Cox,Alexandria,Female,Cox,,100,100,1,
1985,Qtr 1,February,11,Australia,22409,AW00022409,100,Candace Madan,Candace,Female,Madan,,1946,100,1,
1985,Qtr 1,February,11,United States,27741,AW00027741,100,Gabrielle Foster,Gabrielle,Female,Foster,,14,100,1,
1985,Qtr 1,February,12,Australia,25712,AW00025712,,Brent He,Brent,Male,He,100,786,100,,1
1985,Qtr 1,February,12,Germany,22517,AW00022517,,Luis Adams,Luis,Male,Adams,100,214,100,,1
1985,Qtr 1,February,13,Canada,11922,AW00011922,,James Davis,James,Male,Davis,100,198,100,,1
1985,Qtr 1,February,13,France,14826,AW00014826,100,Stefanie Lopez,Stefanie,Female,Lopez,,72,100,1,
1985,Qtr 1,February,13,United Kingdom,12381,AW00012381,,Johnny Lal,Johnny,Male,Lal,100,4652,100,,1
1985,Qtr 1,February,13,United States,15838,AW00015838,100,Julia Taylor,Julia,Female,Taylor,,83,100,1,
1985,Qtr 1,February,14,Australia,17732,AW00017732,,Allen Rodriguez,Allen,Male,Rodriguez,100,2447,100,,1
1985,Qtr 1,February,14,Canada,18329,AW00018329,,Marcus Bailey,Marcus,Male,Bailey,100,91,100,,1
1985,Qtr 1,February,14,France,28542,AW00028542,100,Martha Zhao,Martha,Female,Zhao,,53,100,1,
1985,Qtr 1,February,14,United States,13068,AW00013068,100,Alexandria Morris,Alexandria,Female,Morris,,2000,100,1,
1985,Qtr 1,February,14,United States,22038,AW00022038,100,Isabella Jackson,Isabella,Female,Jackson,,100,100,1,
1985,Qtr 1,February,16,Australia,12577,AW00012577,,Francis Sanz,Francis,Male,Sanz,100,2147,100,,1
1985,Qtr 1,February,16,Australia,15644,AW00015644,100,Savannah Gonzalez,Savannah,Female,Gonzalez,,2544,100,1,
1985,Qtr 1,February,16,Australia,22581,AW00022581,100,Theresa Vazquez,Theresa,Female,Vazquez,,1935,100,1,
1985,Qtr 1,February,16,Australia,26921,AW00026921,100,Cynthia Weber,Cynthia,Female,Weber,,945,100,1,
1985,Qtr 1,February,16,Canada,14096,AW00014096,,Samuel Green,Samuel,Male,Green,100,185,100,,1
1985,Qtr 1,February,16,Germany,12378,AW00012378,100,Brianna Sanchez,Brianna,Female,Sanchez,,4284,100,1,
1985,Qtr 1,February,16,United Kingdom,12503,AW00012503,100,Casey Shen,Casey,Female,Shen,,79,100,1,
1985,Qtr 1,February,19,Australia,15036,AW00015036,,Derek She,Derek,Male,She,100,2573,100,,1
1985,Qtr 1,February,19,Australia,15037,AW00015037,,Jaime Raji,Jaime,Male,Raji,100,2577,100,,1
1985,Qtr 1,February,19,United States,18791,AW00018791,100,Megan Blue,Megan,Female,Blue,,44,,1,
1985,Qtr 1,February,19,United States,20304,AW00020304,,Jesse Edwards,Jesse,Male,Edwards,100,1082,100,,1
1985,Qtr 1,February,19,United States,24222,AW00024222,100,Sierra Green,Sierra,Female,Green,,23,100,1,
1985,Qtr 1,February,20,France,29408,AW00029408,100,Heather Chen,Heather,Female,Chen,,12,,1,
1985,Qtr 1,February,20,United States,18792,AW00018792,100,Gabriella Peterson,Gabriella,Female,Peterson,,700,100,1,
1985,Qtr 1,February,21,United States,18358,AW00018358,,Oscar Coleman,Oscar,Male,Coleman,100,72,100,,1
1985,Qtr 1,February,21,United States,29051,AW00029051,100,Michele She,Michele,Female,She,,3,,1,
1985,Qtr 1,February,22,Australia,15034,AW00015034,,Hector Suarez,Hector,Male,Suarez,100,128,100,,1
1985,Qtr 1,February,22,United States,19649,AW00019649,100,Elizabeth Martin,Elizabeth,Female,Martin,,53,100,1,
1985,Qtr 1,February,22,United States,23558,AW00023558,,Dakota Barnes,Dakota,Male,Barnes,100,22,100,,1
1985,Qtr 1,February,23,Australia,17733,AW00017733,,Alberto Gill,Alberto,Male,Gill,100,2532,100,,1
1985,Qtr 1,February,23,Australia,23647,AW00023647,,Wayne Shen,Wayne,Male,Shen,100,8,100,,1
1985,Qtr 1,February,23,France,11611,AW00011611,,Ernest Lin,Ernest,Male,Lin,100,3785,100,,1
1985,Qtr 1,February,23,France,12211,AW00012211,,Victor Romero,Victor,Male,Romero,100,3854,100,,1
1985,Qtr 1,February,23,Germany,16442,AW00016442,,Luke Gonzalez,Luke,Male,Gonzalez,100,3192,100,,1
1985,Qtr 1,February,23,United States,14872,AW00014872,,Fernando Clark,Fernando,Male,Clark,100,68,100,,1
1985,Qtr 1,March,1,n/a,21240,AW00021240,,Aaron Jenkins,Aaron,Male,Jenkins,100,98,100,,1
1985,Qtr 1,March,5,Australia,22408,AW00022408,,Clarence Shan,Clarence,Male,Shan,100,1996,100,,1
1985,Qtr 1,March,5,United States,22985,AW00022985,100,Hailey Phillips,Hailey,Female,Phillips,,64,100,1,
1985,Qtr 1,March,6,Canada,20280,AW00020280,,Joshua Harris,Joshua,Male,Harris,100,108,100,,1
1985,Qtr 1,March,6,Germany,16303,AW00016303,100,Tracy Yuan,Tracy,Female,Yuan,,94,100,1,
1985,Qtr 1,March,8,Germany,14828,AW00014828,,Hector Muñoz,Hector,Male,Muñoz,100,26,100,,1
1985,Qtr 1,March,8,United States,11144,AW00011144,,Edward Hernandez,Edward,Male,Hernandez,100,2466,100,,1
1985,Qtr 1,March,9,n/a,21274,AW00021274,,Seth Scott,Seth,Male,Scott,100,1077,100,,1
1985,Qtr 1,March,9,United States,11950,AW00011950,100,Jordan Carter,Jordan,Female,Carter,,163,100,1,
1985,Qtr 1,March,10,France,16472,AW00016472,100,Olivia Robinson,Olivia,Female,Robinson,,17,100,1,
1985,Qtr 1,March,10,United States,13063,AW00013063,100,Jessica Johnson,Jessica,Female,Johnson,,3371,100,1,
1985,Qtr 1,March,10,United States,14514,AW00014514,100,Rachel Jones,Rachel,Female,Jones,,89,100,1,
1985,Qtr 1,March,10,United States,28347,AW00028347,100,Latoya Anand,Latoya,Female,Anand,,46,100,1,
1985,Qtr 1,March,11,Australia,12575,AW00012575,100,Jaclyn Shen,Jaclyn,Female,Shen,,2155,100,1,
1985,Qtr 1,March,12,Australia,28484,AW00028484,,Harold Raman,Harold,Male,Raman,100,303,100,,1
1985,Qtr 1,March,12,Germany,12501,AW00012501,,Cory Sai,Cory,Male,Sai,100,4362,100,,1
1985,Qtr 1,March,12,United States,18360,AW00018360,,Eric Li,Eric,Male,Li,100,672,100,,1
1985,Qtr 1,March,12,United States,28089,AW00028089,,Xavier Campbell,Xavier,Male,Campbell,100,9,100,,1
1985,Qtr 1,March,13,Canada,12020,AW00012020,100,Olivia Rogers,Olivia,Female,Rogers,,371,100,1,
1985,Qtr 1,March,13,United States,13064,AW00013064,,Dalton Parker,Dalton,Male,Parker,100,4174,100,,1
1985,Qtr 1,March,14,Australia,15723,AW00015723,100,Kate Deng,Kate,Female,Deng,,4384,100,1,
1985,Qtr 1,March,14,Canada,18322,AW00018322,,Antonio Ross,Antonio,Male,Ross,100,109,100,,1
1985,Qtr 1,March,14,France,22709,AW00022709,100,Tamara Gao,Tamara,Female,Gao,,18,,1,
1985,Qtr 1,March,14,Germany,18022,AW00018022,,Victor Alvarez,Victor,Male,Alvarez,100,88,100,,1
1985,Qtr 1,March,14,United States,14025,AW00014025,,Robert Alexander,Robert,Male,Alexander,100,1062,100,,1
1985,Qtr 1,March,14,United States,24313,AW00024313,100,Taylor Brooks,Taylor,Female,Brooks,,30,100,1,
1985,Qtr 1,March,15,United Kingdom,13816,AW00013816,100,Marissa Henderson,Marissa,Female,Henderson,,190,100,1,
1985,Qtr 1,March,17,United States,13980,AW00013980,100,Margaret Liu,Margaret,Female,Liu,,83,100,1,
1985,Qtr 1,March,17,United States,25910,AW00025910,100,Natalie Miller,Natalie,Female,Miller,,1957,100,1,
1985,Qtr 1,March,21,United States,25259,AW00025259,,Ethan Thomas,Ethan,Male,Thomas,100,20,100,,1
1985,Qtr 1,March,22,Australia,11364,AW00011364,100,Jennifer Collins,Jennifer,Female,Collins,,2176,100,1,
1985,Qtr 1,March,22,Australia,25711,AW00025711,,Mario Luo,Mario,Male,Luo,100,837,100,,1
1985,Qtr 1,March,22,Germany,16305,AW00016305,,Stanley Gonzalez,Stanley,Male,Gonzalez,100,1169,100,,1
1985,Qtr 1,March,25,France,12851,AW00012851,100,Brandy Sai,Brandy,Female,Sai,,93,100,1,
1985,Qtr 1,March,25,United States,14097,AW00014097,,Johnathan Srini,Johnathan,Male,Srini,100,83,100,,1
1985,Qtr 1,March,25,United States,18790,AW00018790,100,Julia Martin,Julia,Female,Martin,,635,100,1,
1985,Qtr 1,March,25,United States,29049,AW00029049,100,Kelly Simmons,Kelly,Female,Simmons,,154,100,1,
1985,Qtr 1,March,26,Australia,24172,AW00024172,100,Jessie Hernandez,Jessie,Female,Hernandez,,1927,100,1,
1985,Qtr 2,April,1,United States,18905,AW00018905,,Samuel Adams,Samuel,Male,Adams,100,2524,100,,1
1985,Qtr 2,April,2,Australia,24006,AW00024006,,Peter Deng,Peter,Male,Deng,100,1918,100,,1
1985,Qtr 2,April,2,Canada,19648,AW00019648,100,Lauren Hall,Lauren,Female,Hall,,111,100,1,
1985,Qtr 2,April,3,Canada,29340,AW00029340,100,Rachel Cox,Rachel,Female,Cox,,1407,,1,
1985,Qtr 2,April,3,Germany,14972,AW00014972,100,Cristina Deng,Cristina,Female,Deng,,83,100,1,
1985,Qtr 2,April,4,Australia,19266,AW00019266,,Grant Xu,Grant,Male,Xu,100,26,100,,1
1985,Qtr 2,April,4,United States,24225,AW00024225,,Jeffery Yang,Jeffery,Male,Yang,100,59,100,,1
1985,Qtr 2,April,4,United States,27461,AW00027461,100,Arianna Coleman,Arianna,Female,Coleman,,139,100,1,
1985,Qtr 2,April,7,Australia,25562,AW00025562,100,Bonnie Sharma,Bonnie,Female,Sharma,,768,100,1,
1985,Qtr 2,April,7,Canada,14871,AW00014871,,Timothy Hill,Timothy,Male,Hill,100,402,100,,1
1985,Qtr 2,April,7,France,21122,AW00021122,100,Julie Xie,Julie,Female,Xie,,89,100,1,
1985,Qtr 2,April,7,United States,20457,AW00020457,100,Alexandra Morris,Alexandra,Female,Morris,,72,100,1,
1985,Qtr 2,April,7,United States,23358,AW00023358,,Alberto Alvarez,Alberto,Male,Alvarez,100,210,100,,1
1985,Qtr 2,April,9,Canada,21251,AW00021251,100,Erika Dominguez,Erika,Female,Dominguez,,120,100,1,
1985,Qtr 2,April,9,United States,22984,AW00022984,,Cameron Robinson,Cameron,Male,Robinson,100,22,100,,1
1985,Qtr 2,April,10,Australia,12246,AW00012246,,Shawn Luo,Shawn,Male,Luo,100,1742,100,,1
1985,Qtr 2,April,10,Australia,23646,AW00023646,100,Jamie Lu,Jamie,Female,Lu,,12,100,1,
1985,Qtr 2,April,10,Canada,29339,AW00029339,,Brandon Li,Brandon,Male,Li,100,72,100,,1
1985,Qtr 2,April,10,Germany,23447,AW00023447,,Jermaine Weber,Jermaine,Male,Weber,100,4,100,,1
1985,Qtr 2,April,11,United States,29328,AW00029328,,Jason Alexander,Jason,Male,Alexander,100,54,100,,1
1985,Qtr 2,April,14,France,24693,AW00024693,100,Alexandra Rogers,Alexandra,Female,Rogers,,4,100,1,
1985,Qtr 2,April,14,Germany,16304,AW00016304,,Justin Moore,Justin,Male,Moore,100,44,100,,1
1985,Qtr 2,April,14,Germany,18023,AW00018023,,Terrence Raji,Terrence,Male,Raji,100,119,100,,1
1985,Qtr 2,April,14,Germany,28544,AW00028544,,Nicolas Shan,Nicolas,Male,Shan,100,21,100,,1
1985,Qtr 2,April,14,n/a,21416,AW00021416,,Ryan Butler,Ryan,Male,Butler,100,1097,100,,1
1985,Qtr 2,April,14,United Kingdom,18024,AW00018024,100,Nancy Kapoor,Nancy,Female,Kapoor,,94,100,1,
1985,Qtr 2,April,14,United States,15492,AW00015492,100,Grace Long,Grace,Female,Long,,3155,100,1,
1985,Qtr 2,April,14,United States,24234,AW00024234,,Eduardo Martinez,Eduardo,Male,Martinez,100,210,100,,1
1985,Qtr 2,April,15,Germany,20928,AW00020928,,Raymond Kapoor,Raymond,Male,Kapoor,100,25,100,,1
1985,Qtr 2,April,15,United Kingdom,19172,AW00019172,,Calvin Luo,Calvin,Male,Luo,100,1123,100,,1
1985,Qtr 2,April,15,United States,24224,AW00024224,100,Nicole Perry,Nicole,Female,Perry,,196,,1,
1985,Qtr 2,April,15,United States,25063,AW00025063,,Dylan Williams,Dylan,Male,Williams,100,971,100,,1
1985,Qtr 2,April,16,Australia,12247,AW00012247,100,Brandy Raman,Brandy,Female,Raman,,71,100,1,
1985,Qtr 2,April,16,Australia,14129,AW00014129,100,Monica Martinez,Monica,Female,Martinez,,2504,100,1,
1985,Qtr 2,April,16,Canada,19647,AW00019647,100,Hailey Sanders,Hailey,Female,Sanders,,238,100,1,
1985,Qtr 2,April,16,United Kingdom,25499,AW00025499,100,Meredith Schmidt,Meredith,Female,Schmidt,,72,100,1,
1985,Qtr 2,April,16,United States,13153,AW00013153,,Jack Hill,Jack,Male,Hill,100,137,100,,1
1985,Qtr 2,April,16,United States,24231,AW00024231,100,Makayla Cox,Makayla,Female,Cox,,210,100,1,
1985,Qtr 2,April,16,United States,25000,AW00025000,100,Allison Turner,Allison,Female,Turner,,923,100,1,
1985,Qtr 2,April,17,Australia,22407,AW00022407,100,Carolyn Gonzalez,Carolyn,Female,Gonzalez,,1987,100,1,
1985,Qtr 2,April,17,Canada,12031,AW00012031,,Logan Jai,Logan,Male,Jai,100,349,,,1
1985,Qtr 2,April,18,United Kingdom,28730,AW00028730,100,Nicole Robinson,Nicole,Female,Robinson,,14,100,1,
1985,Qtr 2,April,21,Australia,14217,AW00014217,,Terrance Lopez,Terrance,Male,Lopez,100,170,100,,1
1985,Qtr 2,April,21,Australia,20994,AW00020994,100,Autumn Ma,Autumn,Female,Ma,,1709,100,1,
1985,Qtr 2,April,21,Australia,24894,AW00024894,,Jaime Jai,Jaime,Male,Jai,100,3,,,1
1985,Qtr 2,April,21,Australia,24901,AW00024901,,Clarence She,Clarence,Male,She,100,1828,100,,1
1985,Qtr 2,April,21,Canada,14341,AW00014341,,Sean Sanders,Sean,Male,Sanders,100,226,100,,1
1985,Qtr 2,April,21,Germany,29409,AW00029409,100,Kelsey Pal,Kelsey,Female,Pal,,22,100,1,
1985,Qtr 2,April,21,United States,11923,AW00011923,100,Sarah Bryant,Sarah,Female,Bryant,,27,100,1,
1985,Qtr 2,April,21,United States,27915,AW00027915,100,Jordan Green,Jordan,Female,Green,,72,100,1,
1985,Qtr 2,April,23,Australia,11366,AW00011366,100,Virginia Patel,Virginia,Female,Patel,,71,100,1,
1985,Qtr 2,April,23,Germany,27814,AW00027814,100,Katrina Shan,Katrina,Female,Shan,,114,100,1,
1985,Qtr 2,April,23,United States,11924,AW00011924,,Ian Long,Ian,Male,Long,100,3803,100,,1
1985,Qtr 2,April,23,United States,13986,AW00013986,100,Chloe Anderson,Chloe,Female,Anderson,,1193,100,1,
1985,Qtr 2,April,24,France,16439,AW00016439,100,Dawn Deng,Dawn,Female,Deng,,16,,1,
1985,Qtr 2,April,24,United States,20308,AW00020308,100,Pieter Uittenbogaard,Pieter,Female,Uittenbogaard,,44,,1,
1985,Qtr 2,May,1,United Kingdom,13815,AW00013815,100,Lacey Lin,Lacey,Female,Lin,,123,100,1,
1985,Qtr 2,May,1,United States,27463,AW00027463,100,Rachel Morgan,Rachel,Female,Morgan,,14,100,1,
1985,Qtr 2,May,2,Australia,17727,AW00017727,100,Monique Gill,Monique,Female,Gill,,14,,1,
1985,Qtr 2,May,2,United States,11135,AW00011135,,Marcus Harris,Marcus,Male,Harris,100,2413,100,,1
1985,Qtr 2,May,3,France,11594,AW00011594,,Corey Goel,Corey,Male,Goel,100,81,100,,1
1985,Qtr 2,May,3,United States,23007,AW00023007,,Isaac Sanchez,Isaac,Male,Sanchez,100,9,100,,1
1985,Qtr 2,May,5,Australia,12241,AW00012241,100,Kristine Sandberg,Kristine,Female,Sandberg,,1777,100,1,
1985,Qtr 2,May,5,France,14995,AW00014995,100,Stefanie Malhotra,Stefanie,Female,Malhotra,,2033,100,1,
1985,Qtr 2,May,11,Australia,27347,AW00027347,,Jeffery Lin,Jeffery,Male,Lin,100,50,100,,1
1985,Qtr 2,May,11,France,16302,AW00016302,100,Rosa Zeng,Rosa,Female,Zeng,,16,,1,
1985,Qtr 2,May,11,Germany,14775,AW00014775,100,Bonnie Xie,Bonnie,Female,Xie,,4849,100,1,
1985,Qtr 2,May,11,United Kingdom,28734,AW00028734,100,Briana Moreno,Briana,Female,Moreno,,971,100,1,
1985,Qtr 2,May,11,United States,19663,AW00019663,,Alex Allen,Alex,Male,Allen,100,44,,,1
1985,Qtr 2,May,11,United States,20306,AW00020306,100,Mary Baker,Mary,Female,Baker,,44,,1,
1985,Qtr 2,May,11,United States,28143,AW00028143,,Samuel Gonzalez,Samuel,Male,Gonzalez,100,12,100,,1
1985,Qtr 2,May,12,France,14691,AW00014691,,Derrick Torres,Derrick,Male,Torres,100,126,100,,1
1985,Qtr 2,May,16,Australia,22582,AW00022582,100,Evelyn Madan,Evelyn,Female,Madan,,1987,100,1,
1985,Qtr 2,May,16,France,17827,AW00017827,100,Maria Coleman,Maria,Female,Coleman,,1418,100,1,
1985,Qtr 2,May,17,United Kingdom,12502,AW00012502,,Darren Sanchez,Darren,Male,Sanchez,100,139,100,,1
1985,Qtr 2,May,17,United States,15427,AW00015427,100,Jade Murphy,Jade,Female,Murphy,,1103,100,1,
1985,Qtr 2,May,20,Australia,25710,AW00025710,100,Diana Gill,Diana,Female,Gill,,768,100,1,
1985,Qtr 2,May,20,United States,23005,AW00023005,,Luke Sharma,Luke,Male,Sharma,100,20,100,,1
1985,Qtr 2,May,25,Germany,19357,AW00019357,,Ryan Flores,Ryan,Male,Flores,100,1230,100,,1
1985,Qtr 2,May,25,n/a,21275,AW00021275,100,Abigail Cox,Abigail,Female,Cox,,1048,100,1,
1985,Qtr 2,May,25,United States,17349,AW00017349,100,Cassie Kennedy,Cassie,Female,Kennedy,,100,100,1,
1985,Qtr 2,May,25,United States,26794,AW00026794,100,Michele Dominguez,Michele,Female,Dominguez,,27,100,1,
1985,Qtr 2,June,2,Australia,16616,AW00016616,,Kelvin Liang,Kelvin,Male,Liang,100,3811,100,,1
1985,Qtr 2,June,2,France,16440,AW00016440,,Jimmy Martin,Jimmy,Male,Martin,100,19,100,,1
1985,Qtr 2,June,2,n/a,21253,AW00021253,100,Victoria Williams,Victoria,Female,Williams,,1097,100,1,
1985,Qtr 2,June,2,United Kingdom,19513,AW00019513,,Jessie Liang,Jessie,Male,Liang,100,16,,,1
1985,Qtr 2,June,2,United States,15276,AW00015276,100,Megan Hall,Megan,Female,Hall,,950,100,1,
1985,Qtr 2,June,2,United States,26781,AW00026781,100,Jan Cox,Jan,Female,Cox,,139,100,1,
1985,Qtr 2,June,6,United States,11145,AW00011145,100,Jasmine Coleman,Jasmine,Female,Coleman,,2387,100,1,
1985,Qtr 2,June,9,Australia,14123,AW00014123,,Erick Mehta,Erick,Male,Mehta,100,40,100,,1
1985,Qtr 2,June,9,Australia,24898,AW00024898,100,Mallory Gomez,Mallory,Female,Gomez,,4,100,1,
1985,Qtr 2,June,9,United States,24519,AW00024519,,Carlos King,Carlos,Male,King,100,25,100,,1
1985,Qtr 2,June,17,United States,25025,AW00025025,,Spencer Bryant,Spencer,Male,Bryant,100,1025,100,,1
1985,Qtr 2,June,24,Australia,19270,AW00019270,,Shawn Shen,Shawn,Male,Shen,100,1609,100,,1
1985,Qtr 2,June,24,United Kingdom,27815,AW00027815,100,Jamie Chow,Jamie,Female,Chow,,139,100,1,
1985,Qtr 2,June,24,United States,18361,AW00018361,,Marcus Simmons,Marcus,Male,Simmons,100,672,100,,1
1985,Qtr 2,June,24,United States,20305,AW00020305,,Caleb Ross,Caleb,Male,Ross,100,44,,,1
1985,Qtr 3,July,5,Australia,22399,AW00022399,,Arthur Fernandez,Arthur,Male,Fernandez,100,1958,100,,1
1985,Qtr 3,July,5,Australia,24159,AW00024159,100,Christine Luo,Christine,Female,Luo,,1987,100,1,
1985,Qtr 3,July,5,United Kingdom,23743,AW00023743,,Terrence Xu,Terrence,Male,Xu,100,72,100,,1
1985,Qtr 3,July,5,United States,11130,AW00011130,100,Caroline Russell,Caroline,Female,Russell,,23,100,1,
1985,Qtr 3,July,5,United States,20275,AW00020275,100,Angela Kelly,Angela,Female,Kelly,,84,100,1,
1985,Qtr 3,July,7,Australia,22401,AW00022401,,Ian Price,Ian,Male,Price,100,1120,100,,1
1985,Qtr 3,July,10,Australia,16514,AW00016514,,Manuel Fernandez,Manuel,Male,Fernandez,100,2456,100,,1
1985,Qtr 3,July,10,United States,18459,AW00018459,100,Toni Sai,Toni,Female,Sai,,274,100,1,
1985,Qtr 3,July,12,Australia,24897,AW00024897,,Glenn Hu,Glenn,Male,Hu,100,3,,,1
1985,Qtr 3,July,12,France,13674,AW00013674,,Drew Shen,Drew,Male,Shen,100,84,100,,1
1985,Qtr 3,July,12,Germany,13842,AW00013842,,Kenneth Xie,Kenneth,Male,Xie,100,1839,100,,1
1985,Qtr 3,July,12,United States,14721,AW00014721,,Daniel Jones,Daniel,Male,Jones,100,3,,,1
1985,Qtr 3,July,12,United States,29089,AW00029089,,Noah Henderson,Noah,Male,Henderson,100,4,100,,1
1985,Qtr 3,July,16,Australia,14220,AW00014220,100,Latasha Romero,Latasha,Female,Romero,,4911,100,1,
1985,Qtr 3,July,16,Australia,20985,AW00020985,100,Autumn Liu,Autumn,Female,Liu,,1603,100,1,
1985,Qtr 3,July,16,United States,18584,AW00018584,100,Haley Evans,Haley,Female,Evans,,56,100,1,
1985,Qtr 3,July,16,United States,20292,AW00020292,100,Katherine Ross,Katherine,Female,Ross,,98,100,1,
1985,Qtr 3,July,16,United States,25942,AW00025942,100,Brianna Brooks,Brianna,Female,Brooks,,1943,100,1,
1985,Qtr 3,July,20,Australia,27861,AW00027861,100,Karen He,Karen,Female,He,,196,,1,
1985,Qtr 3,July,20,Canada,17116,AW00017116,100,Alison Nath,Alison,Female,Nath,,681,100,1,
1985,Qtr 3,July,20,Germany,14690,AW00014690,,Drew Rai,Drew,Male,Rai,100,154,100,,1
1985,Qtr 3,July,20,United States,16728,AW00016728,,Cole Morris,Cole,Male,Morris,100,2244,100,,1
1985,Qtr 3,July,23,France,27155,AW00027155,,Eric Hall,Eric,Male,Hall,100,90,100,,1
1985,Qtr 3,July,23,Germany,12724,AW00012724,,Eddie Martin,Eddie,Male,Martin,100,9,100,,1
1985,Qtr 3,August,2,Australia,27351,AW00027351,100,Jenny Liang,Jenny,Female,Liang,,56,100,1,
1985,Qtr 3,August,2,France,12373,AW00012373,,Isaac Gray,Isaac,Male,Gray,100,3848,100,,1
1985,Qtr 3,August,2,France,21133,AW00021133,100,April Kumar,April,Female,Kumar,,13,,1,
1985,Qtr 3,August,2,United States,17340,AW00017340,100,Joy Hernandez,Joy,Female,Hernandez,,18,100,1,
1985,Qtr 3,August,2,United States,19805,AW00019805,100,Mariah Butler,Mariah,Female,Butler,,44,,1,
1985,Qtr 3,August,2,United States,26780,AW00026780,100,Julia Butler,Julia,Female,Butler,,28,100,1,
1985,Qtr 3,August,3,Australia,16515,AW00016515,,Troy Sai,Troy,Male,Sai,100,2504,100,,1
1985,Qtr 3,August,3,Australia,24161,AW00024161,,Luke Kumar,Luke,Male,Kumar,100,1120,100,,1
1985,Qtr 3,August,3,United States,11658,AW00011658,,Robert Mitchell,Robert,Male,Mitchell,100,52,100,,1
1985,Qtr 3,August,3,United States,11796,AW00011796,100,Isabel Jenkins,Isabel,Female,Jenkins,,3931,100,1,
1985,Qtr 3,August,3,United States,16505,AW00016505,100,Erin Gray,Erin,Female,Gray,,72,100,1,
1985,Qtr 3,August,4,Australia,25704,AW00025704,,Seth Murphy,Seth,Male,Murphy,100,768,100,,1
1985,Qtr 3,August,9,Australia,16609,AW00016609,,Gary Jimenez,Gary,Male,Jimenez,100,264,100,,1
1985,Qtr 3,August,9,Australia,22571,AW00022571,,Armando Vazquez,Armando,Male,Vazquez,100,2027,100,,1
1985,Qtr 3,August,9,n/a,21237,AW00021237,,Luke Washington,Luke,Male,Washington,100,44,,,1
1985,Qtr 3,August,10,Australia,12574,AW00012574,,Derek Raje,Derek,Male,Raje,100,2160,100,,1
1985,Qtr 3,August,10,United States,20066,AW00020066,,Marcus White,Marcus,Male,White,100,1082,100,,1
1985,Qtr 3,August,10,United States,20294,AW00020294,100,Julia Davis,Julia,Female,Davis,,98,100,1,
